,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-3.2037582397460938,1.939447283744812,-0.29182809591293335,5.224424362182617,-0.7566795945167542,5.642536163330078,-1.5771548748016357,2.94925856590271,-4.875884056091309,-2.671856641769409,3.582379102706909,-4.281049728393555,-0.5959930419921875
1,-3.136906623840332,4.031991481781006,5.71119499206543,-0.06444494426250458,-1.9602689743041992,1.1723366975784302,4.202691078186035,6.056632995605469,4.332305908203125,-1.9901703596115112,1.2782022953033447,-3.8641133308410645,-0.8180027008056641
2,-5.812712669372559,-1.7758305072784424,-4.029353618621826,-1.3772621154785156,-0.35433441400527954,-4.133742809295654,-1.787697672843933,4.684689521789551,0.3788449764251709,-4.695833683013916,-3.681098699569702,-1.09956955909729,-1.491999626159668
3,5.923409461975098,-0.858938455581665,5.9646100997924805,-4.962191581726074,5.348509311676025,1.1960445642471313,-4.580480575561523,1.5723739862442017,2.121796131134033,-2.2531912326812744,4.521600246429443,4.575228691101074,-9.227998733520508
4,-4.541511058807373,-3.8846089839935303,5.293308734893799,-0.40413734316825867,4.674892902374268,-5.897034645080566,3.0391221046447754,1.5074381828308105,4.392498970031738,5.454591751098633,2.6822080612182617,-0.23180708289146423,1.8320016860961914
5,-1.738139033317566,-2.0766537189483643,-3.1887919902801514,-0.2218485325574875,-3.3618946075439453,-6.084344863891602,4.601543426513672,5.293585300445557,-4.267133712768555,-2.5724072456359863,-1.336888313293457,-3.663198471069336,-3.916004180908203
6,5.792158603668213,-0.021271537989377975,3.450312614440918,1.1699838638305664,-3.807337760925293,-1.496516466140747,1.6114459037780762,-3.828444242477417,-5.938018321990967,-4.616816520690918,-3.3045506477355957,-5.287269115447998,-2.8940019607543945
7,-2.0919477939605713,-0.3458728492259979,3.919607639312744,-0.4176881015300751,2.9393372535705566,-3.254235029220581,-5.679415225982666,5.259729862213135,-6.109350681304932,-4.620419979095459,-2.8369643688201904,2.2998125553131104,-5.174000263214111
8,5.424335479736328,-6.279001235961914,0.6259359121322632,3.2954399585723877,-6.187671661376953,-4.316671371459961,-0.08652602881193161,5.462362289428711,1.1298542022705078,0.9916163682937622,2.1418817043304443,4.902862548828125,-1.387995719909668
9,-3.6539130210876465,5.534974098205566,5.201405048370361,-1.512353539466858,1.0660117864608765,-5.496266841888428,1.505348801612854,-3.0063929557800293,5.309489727020264,-3.590768337249756,-0.23642009496688843,-4.764021396636963,-4.918002605438232
10,-6.112831115722656,0.5550143122673035,0.3745104968547821,-2.100966691970825,-3.491156578063965,-4.538857460021973,1.2541956901550293,-1.0591402053833008,4.472764015197754,-5.775471210479736,4.319063663482666,-5.40756368637085,2.014002799987793
11,-3.3023407459259033,-2.22027325630188,-0.5818715691566467,-6.188900470733643,0.882809042930603,-4.691140651702881,-2.938443660736084,0.0056958575733006,5.279620170593262,-2.5849666595458984,-3.014354944229126,-3.7085702419281006,4.747995376586914
12,1.0178476572036743,-0.2696910798549652,-5.401373386383057,-2.627533197402954,2.5229506492614746,-3.941377639770508,-2.1368136405944824,-4.73726224899292,4.815455913543701,-6.127750396728516,0.380215585231781,-2.72164249420166,3.01400089263916
